Primary Particle Size,DataSourceURL,Specific Surface Area,Component Molecular Weight,3D Dimensionality,Material Type,Aromatic,2D Dimensionality,DataSource,source_pdf,Not Aggreg-Agglom,Dendrimer,SingleCrystal,Lipid,Positive Polarity,Molecular Type,UltraPure,Product Name,UpdatedAt,Bulk Density,Molecular Identity,Aggreg-Agglom,Lambda Max,Molecular Weight,source_nano_db,Agglomerated,IsCrystalline,Polymer,dashboard_data_source,NanomaterialID,Monoclinic,Metal,Macrocyclic,Metal Oxide,Mean Hydrodynamic Diameter,Mean Primary Particle Size,Neutral Polarity,Polycrystalline,VHQ-R subset,Negative Polarity,Aggregated,Carbohydrate,Nucleic Acid,Zeta Potential,Purity99+,Protein,CuratedBy,Group Ii-Vi,Group Iv - Non C
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780707,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Dspe-Peg2000-Amine,2013-03-01,0,C,0,0,0,1,0,0,0,nano_database,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=5341186,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Alexa Fluor 750,2013-06-03,0,Epichlorohydrin,0,0,0,1,0,0,0,nano_database,1046,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=15368252,0,0,0,Metal Oxide,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Alexa Fluor 750,2013-04-30,0,dextran,0,0,0,1,0,0,0,nano_database,1047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780708,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Sunbright Dspe-050pa,2013-03-01,0,N-(aminopropyl polyethyleneglycol)carbamyl- distearoylphosphatidyl-ethanolamine,0,0,0,1,0,0,0,nano_database,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780709,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Tms(Peg)12,2013-03-01,0,C,0,0,0,1,0,0,0,nano_database,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au17.pdf,0,0,1,,0,0,nanoComposix,0,1,0,0,0,0,,0,,2013-04-30,0,Citrate,0,0,0,1,0,0,0,nano_database,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=11337796,0,0,0,C60,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-04-30,0,carbon,0,0,0,1,0,0,0,nano_database,1048,0,0,0,0,160,0,0,0,0,1,1,0,0,-39.2,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979653,0,0,0,Polymer,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-12,0,,0,0,0,1,0,0,1,nano_database,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au20_0.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-04-30,0,,0,0,0,1,0,0,0,nano_database,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au20_0.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-04-30,0,Citrate,0,523,0,1,0,0,0,nano_database,1044,0,1,0,0,0,0,0,0,0,0,0,0,0,-37.3,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=9994271,0,0,0,Protein,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-12,0,Neutravidin,0,0,0,1,0,0,0,nano_database,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979654,0,0,0,Protein,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,Qd606,2013-02-12,0,biotinylated quantum dot,0,0,0,1,0,0,0,nano_database,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,0,0
0,,90,0,0,,0,0,CEINT,0,0,0,0,0,0,,0,,2013-06-18,0,,0,0,0,1,0,0,0,nano_database,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=6979655,0,0,0,Metal Oxide,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-12,0,methoxy poly(ethylene) glycol-succimidyl alpha-methylbutanoate,0,0,0,1,0,0,0,nano_database,1052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=9994272,0,0,0,Carbohydrate,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-12,0,methoxy poly(ethylene) glycol-succimidyl alpha-methylbutanoate,0,0,0,1,0,0,0,nano_database,1053,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au30_0.pdf,0,0,1,,0,0,nanoComposix,0,1,0,0,0,0,,0,,2013-04-30,0,,0,0,0,1,0,0,0,nano_database,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au30_0.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-04-30,0,Citrate,0,521,0,1,0,0,0,nano_database,1045,0,1,0,0,33.8,0,0,0,0,0,0,0,0,-43.8,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au40.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-04-30,0,,0,0,0,1,0,0,0,nano_database,1054,0,0,0,0,48.5,0,0,0,0,0,0,0,0,-27.4,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-01,0,,0,0,0,1,0,0,0,nano_database,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-01,0,526,0,0,0,1,0,0,0,nano_database,1055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au40.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-04-30,0,Citrate,0,524,0,1,0,0,0,nano_database,1054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-01,0,,0,0,0,1,0,0,0,nano_database,1055,0,0,0,0,57.3,0,0,0,0,0,0,0,0,-40.8,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au60.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-01,0,Lambda Max 531,0,0,0,1,0,0,0,nano_database,1056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au60.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-01,0,,0,0,0,1,0,0,0,nano_database,1056,0,0,0,0,65.1,0,0,0,0,0,0,0,0,-55.1,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au60.pdf,0,0,1,,0,0,nanoComposix,0,1,0,0,0,0,,0,,2013-05-01,0,,0,0,0,1,0,0,0,nano_database,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au70.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au70.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Citrate,0,538,0,1,0,0,0,nano_database,1057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au70.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1057,0,0,0,0,82.2,0,0,0,0,0,0,0,0,-50.5,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au80.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au80.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Au,0,544,0,1,0,0,0,nano_database,1058,0,1,0,0,81.7,0,0,0,0,0,0,0,0,-50.5,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au90.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au90.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Citrate,0,538,0,1,0,0,0,nano_database,1059,0,1,0,0,81.7,0,0,0,0,0,0,0,0,-42.7,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au100.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au100.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1060,0,0,0,0,101.6,0,0,0,0,0,0,0,0,-55.5,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au100.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Citrate,0,557,0,1,0,0,0,nano_database,1060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au5.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au5.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.8,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au5.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Au,0,520,0,1,0,0,0,nano_database,1061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au7.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au7.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Tannic Acid,0,521,0,1,0,0,0,nano_database,1062,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au10.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au10.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Tannic Acid,0,521,0,1,0,0,0,nano_database,1063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au12.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au12.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.6,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au12.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Tannic acid,0,517,0,1,0,0,0,nano_database,1064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au15.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au15.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,-42.8,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au15.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Au,0,522,0,1,0,0,0,nano_database,1065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au20_0.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au20_0.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,,0,0,0,1,0,0,0,nano_database,1067,0,0,0,0,24.1,0,0,0,0,0,0,0,0,-47.2,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au20_0.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-06-05,0,Tannic Acid,0,520,0,1,0,0,0,nano_database,1067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au30_0.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au30_0.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1068,0,0,0,0,41.1,0,0,0,0,0,0,0,0,-35.3,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au30_0.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,Tannic acid,0,523,0,1,0,0,0,nano_database,1068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au40.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au40.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1069,0,0,0,0,44.9,0,0,0,0,0,0,0,0,-33.3,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au40.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,Tannic Acid,0,525,0,1,0,0,0,nano_database,1069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,0,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1070,0,0,0,0,56.5,0,0,0,0,0,0,0,0,-30.2,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au50.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,Au,0,527,0,1,0,0,0,nano_database,1070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au60.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au60.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,531,0,0,0,1,0,0,0,nano_database,1071,0,1,0,0,65.1,0,0,0,0,0,0,0,0,-55.1,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au70.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au70.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,tannic acid,0,0,0,1,0,0,0,nano_database,1072,0,1,0,0,88.4,0,0,0,0,0,0,0,0,-41.6,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au80.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-10-24,0,,0,0,0,1,0,0,0,nano_database,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au80.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-10-24,0,530,0,0,0,1,0,0,0,nano_database,1073,0,1,0,0,88.6,0,0,0,0,0,0,0,0,-54.8,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au90.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au90.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,555,0,0,0,1,0,0,0,nano_database,1074,0,1,0,0,94.9,0,0,0,0,0,0,0,0,-38.7,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au100.pdf,0,0,1,,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,,0,0,0,1,0,0,0,nano_database,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,http://nanocomposix.com/sites/default/files/Au100.pdf,0,0,0,Metal,0,0,nanoComposix,0,0,0,0,0,0,,0,,2013-05-09,0,560,0,0,0,1,0,0,0,nano_database,1075,0,1,0,0,109.2,0,0,0,0,0,0,0,0,-45.6,0,0,NULL,0,0
9,http://dx.doi.org/10.1016/j.taap.2011.10.023,0,0,0,Metal Oxide,0,0,Environmental Protection Agency,0,0,0,0,0,0,,0,,2013-08-20,0,TiO2,0,0,0,1,0,0,0,nano_database,1076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0
0,http://dx.doi.org/10.1016/j.taap.2011.10.023,100,0,0,Metal Oxide,0,0,Environmental Protection Agency,0,0,0,0,0,0,,0,,2013-10-28,0,TiO2,0,0,0,1,0,0,0,nano_database,1077,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780719,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Dspe-Peg5400-Amine,2013-03-01,0,C,0,0,0,1,0,0,0,nano_database,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780720,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Dspe-Peg5400-Amine,2013-03-01,0,C,0,0,0,1,0,0,0,nano_database,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780721,0,0,0,Other,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-08-16,0,liposome,0,0,0,1,0,0,0,nano_database,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780722,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Lipofectamine2000,2013-02-28,0,Thiol-modified sense siRNA against CXCR4,0,0,0,1,0,0,0,nano_database,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780723,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Lipofectamine2000,2013-02-28,0,Thiol-modified sense siRNA against CXCR4,0,0,0,1,0,0,0,nano_database,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/composition.do?dispatch=summaryView&sampleId=10780724,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Lipofectamine2000,2013-02-28,0,Thiol-modified sense siRNA,0,0,0,1,0,0,0,nano_database,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780725,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Lipofectamine Rnaimax,2013-02-28,0,Thiol-modified sense siRNA against CXCR4,0,0,0,1,0,0,0,nano_database,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780726,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Siport,2013-02-28,0,Thiol-modified sense siRNA against CXCR4,0,0,0,1,0,0,0,nano_database,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=10780727,0,0,0,Lipid,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,1,0,,0,Hiperfect,2013-02-28,0,Thiol-modified sense siRNA against CXCR4,0,0,0,1,0,0,0,nano_database,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476544,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-27,0,akanethiol oligonucleotide,0,0,0,1,0,0,0,nano_database,677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476545,0,0,0,,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-04-29,0,Alkanethiol oligonucleotide with thymine spacer and fluorophore,0,0,0,1,0,0,0,nano_database,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476546,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-12-13,0,Au,0,0,0,1,0,0,0,nano_database,733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476548,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-28,0,Alkanethiol oligonucleotide,0,0,0,1,0,0,0,nano_database,735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476547,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-28,0,Alkanethiol oligonucleotide with thymine spacer and fluorophore,0,0,0,1,0,0,0,nano_database,734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
0,https://cananolab.nci.nih.gov/caNanoLab/sample.do?dispatch=summaryView&page=0&sampleId=26476549,0,0,0,Metal,0,0,Cancer Nanotechnology Laboratory,0,0,0,0,0,0,,0,,2013-02-28,0,Alkanethiol oligonucleotide with adenine spacer and fluorophore,0,0,0,1,0,0,0,nano_database,736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0
